lexp,text,childhood,reason
http://data.open.ac.uk/led/lexp/1433773808707,"The procession of Cardinals started from a small church at the other extremity of the. Quirinal, with a file of the Guardia Nobile right and left of them, preceded by the attendants who were to be shut in with them, and by the singers of the Papal Chapel, who performed the 'Veni, Creator Spiritus:' the effect would have been perfect, but for the striking up of a vulgar and dissonant military band, as the doors closed.",False,The passage does not address or answer the scenario described. It is a descriptive passage about a procession of Cardinals and does not provide any evidence or insights about children's experience of music.
http://data.open.ac.uk/led/lexp/1437727565787,"A delicious little song, ""Birds in the Branches,"" of German origin, made a great impression on me when sung by a Miss CHAPMAN a very handsome, pale, refined-looking girl daughter of MR. CHAPMAN of the Overend and Gurney Bank. They lived in Brunswick Square, and I met this young lady on an average twice a week at musical parties, and late and early she sang very deliciously and dreamily, ""Birds in the Branches"". The poor girl married a fashionable baronet in the neighbourhood, and died shortly afterwards.",False,The passage does not provide any evidence or information about children's experience of music.
http://data.open.ac.uk/led/lexp/1448396682588,"From Mr. Binney's we went directly to the Chapel Royal, St. James, where we heard an excellent organist, a poor choir, and an uninteresting preacher.",False,The given passage does not provide any evidence or information about children's experience of music. It only mentions the author's personal experience at a specific location.
http://data.open.ac.uk/led/lexp/1438783543267,"A still severer trial attended the illustrious prima donna on the boards of the theatre. On Thursday the 11th of July she appeared (now ""for the last time on any stage"") in a selection of ""scenes"" from ""Anna Bolena."" The part of the afflicted queen had been one of the greatest among her characters. Curiosity had been stimulated to a very powerful degree, and the house was crowded in every part. Madame Pasta appeared, to be hailed with prolonged acclamations. There she stood once more, on the scene of her past glories, ""every inch a Queen."" The spectacle was deeply interesting ; yet it was melancholy, not to say painful, to all who could feel with true artistic sympathy. With the noble presence and the lofty air of the Pasta of old days, she moved like a mighty shadow of the past before the eyes of the spectators; but it was the ""shadow of a shade."" The qualities already mentioned — the faultless style, the finished phrasing, the grand declamation, were all greeted with something more than respect, whilst the imaginative among the audience may have figured to themselves, like clever geologists, out of the shattered remains of the great vocal Mammoth, a perfect creature of former times. But the general sentiment was one of disappointment and regret. ""Is this all that remains of so wonderful a past?"" was the regretful exclamation of the young. ""It had been better that our hopeful recollection had never been disturbed and dimmed by so sad a ghost,"" thought the old. The ""longing, lingering look behind "" had literally been taken by the great prima donna. That she damaged her great fame by taking it, cannot be said. Her ""last appearance"" was soon forgotten in the turmoil of operatic events; whilst her name still gleams with tra- ditional lustre in the annals of lyric fame.",False,"The passage does not address or answer the scenario of characterizing children's experience of music through primary sources. It discusses an opera performance and the disappointment of the audience, but it does not provide any evidence or analysis of children's experiences with music."
http://data.open.ac.uk/led/lexp/1461779662782,"In a recent letter, we spoke of the different choral societies in London. Public performances by some one of them are very frequent; so frequent indeed, that we can find time for only now and then one. The first for the season was by the ""Sacred Harmonic Society,"" under Mr. Costa, and consisted of a selection from ""Samson,"" by Handel, Mendelssohn's ""Christus,"" ""The Last Judgment,"" by Spohr. The death of the illustrious Duke gave a tinge to all the earlier concerts, and the ""Dead March"" in Saul was in constant requisition. On the present occasion, the selection from ""Samson"" consisted of the air, ""Ye Sons of Israel,"" ""Dead March,"" and chorus,  ""Glorious hero, may thy grave Peace and honor ever have.""  The ""Christus"" by Mendelssohn, seems to be very popular, both among the singers and hearers. The chorale, ""As bright the Star of Morning gleams,"" one of the best German chorales, and one that is very often heard in their churches, is brought in with fine effect after the chorus, ""There shall a Star of Jacob come forth."" Mendelssohn is always great in such choruses as ""He stirreth up the Jews,"" ""Crucify Him,"" and others in which he depends mostly upon orchestral effect, and in which he carries out his ideas of imitation or description with all the powers of modem instrumentation.  Spohr's oratorio was well given, the Gresham Professor himself being judge; for we had the honor of a seat by his side, and of listening to his remarks during the perormance. Mr. Taylor was the first to bring out Spohr in England. ""Die letzten Dinge,"" or ""The Last Things,"" (which is a much better title for the oratorio than the one it now bears,) was composed about twenty-five years ago. It accidently came into the hands of Prof. Taylor, who translated the words, and first brought it out at the Norwich Festival in 1830. Since then it has been a standard oratorio, and is often performed. Prof. Taylor says: ""It at once seized the public attention, and commanded the admiration of the most distinguished professors of every school. Its influences upon the feelings of an audience has been attested by expressions more decided and unequivocal than I ever remember to have witnessed. I speak not of the admiration which the musician derives from such a display of the power and the resources of his art, but of the homage which nature, though musically untutored, involuntarily yet willingly pays to genius. The throbbing heart, the moistening eye, the quivering lip, here bespeak the triumph of the composer."" The solo parts were sustained by Mrs. Endersohn, Miss Williams, Mr. Lockey and Mr. Phillips.  We cannot enter into the detail of this performance; suffice it to say, that it afforded some of the best specimens of solo, quartet and chorus singing which we have ever heard. It was performed with admirable promptitude and exactness, as is everything else that is brought under the bâton of Mr. Costa.",False,"The passage does not provide any evidence or information about children's experiences with music in bibliographic and artistic sources. It primarily focuses on performances and reviews of choral societies in London, without mentioning any direct observations or experiences of children."
http://data.open.ac.uk/led/lexp/1437822193958,"In 1798 he escaped, with his father's tardy consent, to Lucca, where a musical festival in honour of St. Martin was going on. He there gave frequent concerts, and was everywhere .met with applause, and, what was more to the purpose, with money. Surrounded by men of inferior talents, a mere inexperienced boy, without education, without knowledge of the world, with nothing but ambition and his supreme musical genius, he now broke wildly away from all wise restraints, and avenged himself upon his father's severity by many youthful excesses. He gambled he lost he was duped by his companions; but he made money so fast, that he soon owned about 1,000.",False,"The passage does not directly address or answer the scenario described. It provides information about a specific individual's experiences with music during their youth, but it does not pertain to Ortenz's objective of characterizing children's experiences of music in bibliographic and artistic sources."
http://data.open.ac.uk/led/lexp/1483014061568,"""[T]he other day, after having played the last movement of my [Brahms] C Minor Quartet, in which a friend detected a certain resemblance to Mendelssohn's Trio in C Minor, without realizing that what, there, is theme itself, is with me simply an accompanying figure, my friend asked me,—in all seriousness, mind,—'Now, am I not right : you wanted to show what you could do with that theme?' How silly! """,False,The passage does not provide any evidence or information about children's experience of music as witnessed in bibliographic and artistic sources. It is a personal anecdote about a friend's misunderstanding of the composer's intentions.
http://data.open.ac.uk/led/lexp/1449480505835,"[Marie Barnard] was a genius in her line. She travelled with us for two seasons, and then went to Paris to prepare for the operatic stage. She has since developed into a good actress under the name of Marie Bama. When leaving for Europe she promised to find a singer to replace her. In a very few weeks she cabled me, “ Have found fine singer for you.” In due season Miss Lila Juel arrived, young, tall, handsome, and a Swede. She sang with me for two years. It would be difficult to find a better concert singer or a more amiable person.",False,The passage does not provide any information or evidence about children's experience of music. It focuses on the experiences of Marie Barnard and Lila Juel as adult singers.
http://data.open.ac.uk/led/lexp/1448037533268,"We attended the daily service on Saturday, at 3 o'clock. The prayers, litany, &amp;c. were all intoned or recited to the plain chant of the canons of the cathedral, with the usual responses by the choir. The psalms for the day were chanted by the choir, consisting of sixteen or eighteen boys and men, who also sung the canticles set in the service or anthem form, by Dr. Nares. The chanting was poor enough, at least, for three reasons: 1st. Great rapidity of utterance. 2d. No two members of the choir kept together. 3d. The enunciation of the words was so careless that it was with difficulty one could keep the place and follow the performance, even with book in hand. There was of course, nothing like attention to the sense of the psalms - there was no appropriate emphasis, or any more expression, than would be given by a hand-organ or grind-stone. The great leading object seemed to be to hurry on, and get through as quickly as possible. One good point, however, in the chanting was the absence of all drawling in the cadences. The tones were not prolonged but were delivered in quick succession.",False,"The passage does not address or answer the scenario of characterizing children's experience of music in bibliographic and artistic sources. It describes a specific instance of attending a church service and criticizes the quality of the chanting, but it does not provide evidence or insights into children's experiences of music."
http://data.open.ac.uk/led/lexp/1438766504799,"And now the career of the distinguished artist approached to its close for the season of 1848, On Thursday, August the 24th, Mademoiselle Lind sang ""La Sonnambula"" for the last time. Her welcome of the 4th of May previous could scarcely have been surpassed in the amount of rapture and enthusiasm to which a great theatre could give vent; but yet it was almost ""o'ertopped"" by the tumult of applause, the waving of hats and handkerchiefs, and the long protracted lingering, and still lingering cheer which bade farewell to the great singer on this night. The curtain at last fell on Jenny Lind, and in falling, closed a season of unexampled interest.",False,"The passage does not address or answer the question about children's experience of music. It focuses on the career and farewell of a specific singer in a particular season, without mentioning children or their experiences with music."
http://data.open.ac.uk/led/lexp/1434800483036,"At the Philharmonic Concert, June 3rd, 1837, I heard Beethoven's symphony, 'The Eroica,' and, in the estimation of that learned body, it was never played with more success. The night was mild, after the seven months' dreary weather, and the instruments were no longer restricted by the cold, but vibrated pleasantly ; so much does the state of the atmosphere affect and operate upon musical sounds. This symphony is even a more powerful display of the author's imagination than that of the Pastorale. He wrote it in honour of Bonaparte, and intended to call it the Sinfonia de Napoleon ; but, the Consul assuming the imperial robe, Beethoven said he was no better than the rest of the tyrants that had preceded him, and changed the title to that of the 'Death of a Hero.' The performance occupied nearly an hour, during which a dead silence was preserved by the audience, excepting the applause that took place at the end of each movement.",False,The passage does not address or answer the scenario. It is a personal account of an adult's experience at a concert and does not provide evidence of children's experience with music.
http://data.open.ac.uk/led/lexp/1434796931087,"[W]e drove to the Chapel Royal, and, by a back staircase that winds through one of the turrets in that ancient pile, we arrived at a secret door, and, gently tapping, were let into the organ-loft, where Sir George Smart was presiding. This is a gallery jutting a little way into the chapel, from which you have a complete view of the royal family.... The Earl of Wilton was playing an elaborate fugue upon the organ, and I asked Sir George if he was as clever at that as he was at fugueing after a fox in Leicestershire, in which diversion he is pre-eminent, and considered one of the foremost in the field. The anthem was 'Ascribe unto the Lord,' by Travers, a composition not much known.",False,The passage does not provide any evidence or discussion about children's experience with music.
http://data.open.ac.uk/led/lexp/1435439989654,"At a soirée in Berkeley House I was much gratified by a... display of skill on the violoncello by Lord Arundel, when accompanying the Honourable Henry Berkeley on the piano-forte. Nothing came amiss; he occasionally touched all the parts with an address that quite delighted me... ... After this, we had some excellent vocal music in which the Lady Mary Berkeley and Lord Segrave took a part. His lordship has one of the best-defined bass voices I ever heard, and sang the music in 'Macbeth' with a solid accuracy seldom heard in professors.",False,"The passage does not specifically address children's experiences of music or provide evidence of their listening experiences. It focuses on the musical skills and performances of Lord Arundel, the Honourable Henry Berkeley, Lady Mary Berkeley, and Lord Segrave."
http://data.open.ac.uk/led/lexp/1473710551011,"The end of that month of February found Brahms and me together in Coblentz on the Rhine, where we were the soloists at one of the regular Symphony Concerts conducted by Maszkowski, a young and enthusiastic musician, a Pole, who afterwards succeeded Bernhard Scholz as conductor of the Orchester Verein in my native Breslau. On the day before the concert there was, as usual (people seemed to have time then), the final full rehearsal — "" Generalprobe "" — to which in most places in Germany the public are admitted. Brahms had played Schumann's Concerto in A Minor and missed a good many notes.",False,"The passage does not address or answer the scenario described. It focuses on the experience of Brahms and the concert rehearsal, rather than children's experience of music as witnessed in bibliographic and artistic sources."
http://data.open.ac.uk/led/lexp/1451833927092,"[Beatty-Kingston quoting Richard Wagner] ""At Weimar once, during the very day upon which I became certain that my personal safety was endangered "" (he was compelled to quit Germany, being under prosecution for political offences), ""I saw Liszt conducting a rehearsal of my opera Tannhäuser and was wonder-stricken in recognising in him my second self. What I had felt in composing that music, he felt in performing it; what I wanted to express when I wrote it down, he actually expressed in giving it sound.""",False,"The passage does not address or answer the scenario described. It is a quote from Richard Wagner discussing his experience watching Franz Liszt conduct his opera Tannhäuser, and it does not provide any information or evidence about children's experiences of music."
http://data.open.ac.uk/led/lexp/1438608430250,"What was at that time designated the ""real"" season, should have been inaugurated by the first appearance of Madame Persiani, now at the height of her popularity. But it would seem that for an instant the demon of disaster hovered over Her Majesty's Theatre. Persiani was announced for Tuesday, the 5th April; but, at the last moment, a hand-bill informed the entering crowd that the expected favourite had suffered too much from sea-sickness on her passage from Calais to Dover, to be able to sing. The disappointed public was not to be pacified with a pot pourri from ""Gemma"" and ""Il Giuramento,"" with Guasco and Moltini, but expressed its dissatisfaction with clamour and hissing. The ""check"" was unfortunate to a season destined to realize in many respects the sanguine presages with which it commenced. The following Saturday, however, brought forward not only Persiani, but Giorgio Ronconi, who made his debut before an English public as the Enrico of the ""Lucia de Lammermoor,"" a part not well suited to the display of his talents.",False,The passage does not address or answer the scenario described. It provides information about a specific event at Her Majesty's Theatre but does not discuss children's experience of music or provide evidence from primary sources.
http://data.open.ac.uk/led/lexp/1448313123004,"We were so unfortunate as to lose both the “Seven Words” and the “Passion Music,” but have had the satisfaction of hearing the “Tod Jesu” twice in Berlin. It is a learned work, not designed for amusement merely, but rather to paint with a deep coloring, the death scene of the Saviour of the world. It is, in general, too serious for a popular audience. “It is quite tedious,” said a German lady to me, “but yet it is very grand.” It does not afford sufficient immediate musical gratification for many; indeed it appeals to a higher principle than that of the mere sensuous, — even to the religious; and to appreciate it, one must be both musically and religiously educated and inclined.",False,"The passage does not address or answer the scenario described. It discusses a specific musical work and its audience's perception, but it does not provide any evidence or information about children's experience of music."
http://data.open.ac.uk/led/lexp/1452638022184,"The concert in the evening was a tremendous success. Rubinstein received a perfect ovation at the end of his D Minor Concerto, and when, that night, I was lying awake in bed and dreaming for a long time before finding sleep, I came to the conclusion that there was not a bad name in the world I should mind being called as long as I could play as well and be as famous as Rubinstein.",True,"The passage describes the personal journal of someone reflecting on their experience of a concert as a child. It provides evidence of a child's listening experience and their admiration for a famous musician, indicating that children did have experiences with music."
http://data.open.ac.uk/led/lexp/1433936274117,"Letter from Bunsen to his wife, The Hotel Baur, Zurich: 5th July, 1840 - On the preceding evening, in the garden of Frau Rosine Burckhardt, groups had formed for more close acquaintance ; now that all had participated in such abundance of interest and communication, none seemed to be strangers to each other. Herein an arbour, there on a grass-plot, a few or more collected to join in a hymn, or hear the communications of a speaker ; and sounds of softened harmony or of chastened cheerfulness pervaded the garden ; children played all around, without creating any disturbance ; there is here no question as to admission, no check or exclusion, and the soft evening air, the blue sky, the verdure and flowers seemed to blend with the social joy and melody.",True,The passage describes children playing in a garden during a social gathering where music is being enjoyed. This provides evidence of children's experience with music in a positive and inclusive environment.
http://data.open.ac.uk/led/lexp/1452337711338,"I gave a concert that season at Prince’s Hall (now Prince’s Restaurant). Mr. Herbert Thorndike, who sang my baritone songs beautifully, was unable to assist me this time, and I was wondering whom I should ask, when a friend said to me— “Why don’t you ask Plunket Greene ? He sings beautifully.”",False,The passage does not address or answer the scenario described. It is a narrative about a concert and does not provide any information or evidence about children's experience of music.
http://data.open.ac.uk/led/lexp/1434793523871,"Miss Greatorex, organist of St. Martin's, Leicester, presided at one of the finest organs in this country, and admirably displayed its powers. As a performer she was only exceeded by her brother, who, when he came to Leicester, never omitted to visit this instrument. I was one of a few friends regularly invited to the church to hear him play. His style was massive ; he was like Briareus, with a hundred hands, grasping so many keys at once, that surges of sound rolled from the instrument in awful grandeur.",False,"The passage does not specifically address or answer the scenario of characterizing children's experience of music. It provides information about Miss Greatorex and her brother's exceptional skills as organists, but it does not provide evidence or insights into children's experience with music."
http://data.open.ac.uk/led/lexp/1437823700026,"At Ferrara both he and his violin met with a different reception. A singer had failed him, and he had induced a danseuse who had a pretty voice to come to the rescue. Some graceless fellow in the audience hissed her singing, which caused PAGANINI to take a revenge little suited to the occasion. In his last solo he imitated the cries of various animals, and suddenly advancing to the foot-lights, caused his violin to bray like an ass, with the exclamation, ""This is for him who hissed"" Instead of laughter, the pit rose in fury, and would have soon made short work of him and his violin, had he not escaped by a back door. It appears that the country folk round Ferrara called the town's people, whom they hated, ""asses,"" and were in the habit of singing out ""hee-haw!"" whenever they had to allude to them, hence the angry reception of PAGANINI'S musical repartee.",False,The passage does not provide any information or evidence related to children's experience of music. It focuses on a specific incident involving Paganini and the audience's reaction to his performance.
http://data.open.ac.uk/led/lexp/1518782960838,"In the evening to the Opera. Venice is the land of late hours: the scene in St. Mark's Place at midnight is more gay and animated than at any hour of the day; and it is after the opera that evening parties and conversazioni commence. The Gondoliers no longer sing the verses of Tasso; but you are frequently regaled with beautiful music from parties of dilettanti musicians. I ought to record, as an instance of the obliging civility of the Italians, that I met a serenading party in a Gondola to-night, singing very beautifully to their guitars the songs of a favourite opera. Supposing they were professional people, and under the idea that I was to make them a recompense, I detained them half an hour; and it was not till they explained their refusal of any remuneration, that I found it was a nobleman's family returning from an excursion to Padua.",False,The passage does not provide any evidence or mention of children's experience with music. It only discusses the experience of adults and nobleman's family.
http://data.open.ac.uk/led/lexp/1444161608841,"The latter days of the dirty old Conservatoire were also those of my residence in Vienna, where I contracted a close friendship with Hellmesberger the elder […] It was at his particular request that I took to "" dropping in"" upon the afternoon orchestral ""practices"" of the Conservatoire pupils, which took place twice or thrice a week under his personal direction. No musician could fail to be deeply interested by these exercises, in which the foremost rank was assigned to sight-reading.",False,"The passage does not directly address or answer the scenario described. It provides information about the author's experience at the Conservatoire and his interest in orchestra practices, but it doesn't specifically mention children's experiences with music or provide evidence from primary sources."
http://data.open.ac.uk/led/lexp/1450207819934,"Various conductors have contributed their share towards the musical development of the [Handel and Haydn] Society. Mr. Charles Horn, the English song-writer, was, I believe, imported in order to bring out the oratorio of Elijah. I think he was followed by John L. Hatton. This gentleman was a very fine musician and composer, an excellent pianist, and, mirable dictu, an exceptionally fine, unctuous singer of comic songs. Think of it, classicists of the present day,— the director of the Handel and Haydn Society a famous singer of comic songs ! I can assure my readers, though, that when Mr. Hatton sang The Little Fat Man, Bluebeard, or The Jolly Young Oysterman (words by Oliver Wendell Holmes, music by Hatton), he satisfied very largely the aesthetic tastes of the day. It is also to be remembered that there are comic songs and comic songs. Those Mr. Hatton sang were distinctly musical, with piano accompaniments like those by Franz or Grieg.",False,"This passage does not address or answer the scenario as it provides information about conductors and their contributions, but does not discuss children's experiences of music."
http://data.open.ac.uk/led/lexp/1438444885260,"The early summer of 1890 was to witness the  debut of the successor to Liszt and Rubinstein, of  the greatest of the fin de siecle group of great  pianists— Ignace Jan Paderewski. This event  created interest at the time among a very limited  circle. It was anticipated with curiosity only by  the critics and dilettanti who follow the trend of  musical events in Paris. For several months we  had been receiving vivid accounts of a young Polish pianist, “with a wonderful aureole of golden hair,” who executed miracles upon the keyboard,  who composed delicious minuets and played Chopin to absolute perfection. But London cares  little, as a rule, for what Paris thinks of new artists, and it displayed anything but a burning impatience to hear Leschetizky 's latest pupil. This  fact was sufficiently demonstrated by the meagre  audience which gathered at St. James 's Hall on the  9th of May for the first of the four recitals announced by the composer of “Paderewski 's Minuet”.  A more coldly critical assemblage perhaps  it would have been impossible to find. Not a  soupcon of magnetic current was in the atmosphere—not even the quickened pulse arising from  the anticipation of “sensational effects.""   When M. Paderewski appeared upon the platform there was a mild round of applause accompanied by an undercurrent of whispering and suppressed murmurs that had evident reference to his  unwonted picturesqueness of aspect. The deep  golden tinge of his hair seemed to accentuate the  intense pallor of his countenance. One could  plainly see that he was nervous; but in those deep,  thoughtful eyes, in those firmly-set lips, in that  determined chin, one could read also the strong,  virile qualities of the self-contained, self-reliant  artist, already accustomed to conquer audiences  and to create magnetism in the most sterile space.  Exactly how he played that day— I mean, as compared with the Paderewski whose every mood was  by and by to become familiar— it is rather hard  for me to say. That he strove to be “sensational”  I do not believe now, though at the time it was  difficult to think otherwise. For surely his contrasts were startling in their violence, and the instrument fairly thundered under his execution of  a forte passage. At times there seemed to be no  restraint whatever. His magnificent technique  enabled him to give free rein to his impulse and  imagination, and laissez aller was then the word.  If you loved sensationalism in a pianist, here unquestionably was a virtuoso capable of providing  an unlimited quantity of it.  And such was the prevailing impression in the  minds of the aforesaid critics and dilettanti when  they left St. James's Hall that afternoon.",False,The passage does not provide any information or evidence about children's experience of music.
http://data.open.ac.uk/led/lexp/1437644802503,"At each concert some bright particular star appeared as a soloist. I remember a fair-haired girl fragile and apparently with no physique to commend attention on a grand pianoforte in a large room. She came in a light blue muslin dress; sat down hurriedly, and tossed her curls back, looking straight up at the ceiling, whilst her fingers ran quickly in a slight prelude over the keys; then she plunged into a polonaise or something of the kind; it might have been one of poor CHOPIN'S; it probably was, for he was about that time the rage, and quite in the last stage, dying of consumption in London and Scotch drawing-rooms, catching fresh colds every night, faultlessly attired in the miserable dress clothes and exposed shirt-front of the period. General attention had not then been called to his music, but about that time it was beginning to be fashionable in London, which in such matters tardily followed Paris, where CHOPIN had long been adored. I have since been told that MDLLE. CLAUSS afterwards SZAVARDY CLAUSS was cold and mechanical. I only heard her that once, and that was at Willis's Rooms, in, I believe, 1849. We did not think her cold then. From the moment she sat down until she sprang up with that same little flustered, uneasy manner which I noticed on her entrance, our eyes were riveted upon her, and we followed every bar and inflexion of the rapid execution. She seemed to play her piece through as I have sometimes heard RUBINSTEIN without taking breath, and we were forced to hold ours: as the artists sometimes say of a picture, ""It is painted with one brush"" so MDLLE. CLAUSS, never relaxed her mood or her grip; she held her composer and her audience absolutely fast until she had done with both; then she seemed to push both away like one eager to escape.",False,"The passage does not provide evidence or information about children's experience of music in their childhood. Rather, it focuses on the experience of a soloist at a concert."
http://data.open.ac.uk/led/lexp/1434291374903,"Letter from Bunsen to Mrs. Schwabe, Christmas Day, 1855 - How shall I describe to you my astonishment, I might say my pleasure in sadness, when, on entering yesterday evening at six o'clock the room closed throughout the day, then brilliant with the Christmas tree, I was greeted by the soft organ tones to which I was accustomed on the Capitol, and afterwards in Carlton Terrace, sounding forth from a hidden corner the ' Pastorale ' of Handel and then the German 'Chorale' to which the voices of twenty children and many others, those of Frances and Theodora and Sternberg prevailing, intoned the Hymn itself! I could not help thinking,in the midst of these pleasing sounds, of the fine organ enjoyed so many years, left behind in England with so many other treasures. But when I turned to ask whence came the organ now heard? to whom belonging? of whom borrowed '? Frances met me with the card containing your name and kind greeting, and then the pleasure became as complete as the surprise. For the orgue expressif was our own, and it was your present—your Christmas gift !",True,"This passage does address and answer the scenario as it provides evidence of children's experience with music. It describes a Christmas gathering where children are playing the organ and singing hymns, showcasing their involvement and enjoyment of music."
http://data.open.ac.uk/led/lexp/1438767795308,"On the repetition of the opera of ""Linda,"" on the Monday following, a public notice appeared, placarded in all parts of the house, stating that at a late hour Mr. Sims Reeves had refused to sing the part of Carlo, and that Signor Gardoni had undertaken, ""at a very brief notice,"" to supply his place. The change was not greatly to be regretted, for the popularity of Gardoni aided him, and he sang his best. On the morrow, there appeared in all the principal daily prints a long letter from Mr. Sims Beeves, protesting against the interpretation given to his refusal, and asserting that he had only accepted an engagement at Her Majesty's Theatre on the express stipulation that he should be cast for the part of Edgardo in the ""Lucia,"" and other principal tenor parts; and that finding he was not to sing in a forthcoming representation of the first named opera, he considered his contract annulled, and himself at liberty to withdraw. To this communication a firm denial was given in another letter from Mr. Balfe, the conductor, in which that gentleman affirmed that no such stipulation had ever been made — an affirmation he was able to maintain, inasmuch as he himself had signed the contract made with Mr. Reeves; and that moreover the coveted part could not have been promised to him, it having been in the possession of Signor Gardoni six weeks before the engagement of the English vocalist.",False,The passage does not provide any information related to children's experience of music or their listening experiences. It focuses on a dispute among opera singers and their contracts.
http://data.open.ac.uk/led/lexp/1452342667168,"I wrote the incidental music for The Medicine Man, a play by Mr. Traill and Robert Hichens, which was produced at the Lyceum, and I saw a good deal of Sir Henry during that time. His kindness and courtesy were unfailing, and it was a real pleasure to have anything to do with him. But oh, what agonies it is to write incidental music for a play! At every instant the orchestra was stopped and some one would say, even if they were playing pianissimo - “We can’t hear ourselves speak. Please take out all the wind instruments and put mutes on the violins.” No sooner had this been done than another objection was raised. “Heavens ! How dull it sounds ! Isn’t something wanting ?” I felt inclined to rush out and say - “Look here, if some one cut off your noses, and pulled out your teeth, all of you would also he rather less good-looking than you are now !”",False,The passage does not provide any information or evidence about children's experience of music. It focuses on the author's personal experience of writing incidental music for a play.
http://data.open.ac.uk/led/lexp/1469629562192,"On Sunday morning, the 6th, I had the gratification to attend the usual half-past ten service in St. Bartholomew’s [...] How beautiful were the tones of that truly grand organ—how sweetly they travelled to my ears from the north transept to the furthest corner of the church, where I was seated! There should always, I think, be an introductory voluntary, whether there is a processional hymn or not. It has, if properly selected, or ably improvised, a calming influence on the mind, which prepares, with dulcet music, the humble worshipper for his subsequent duties. The sounds of the organ die away, the distant “Amen” after the choristers’ prayer is heard, and the procession of the priests and white-robed choir from the vestry to their stalls in the chancel, is accompanied with a more joyous strain from the organ, which gradually subsides, and the respected vicar, the Rev. G. Hume Smith, then commences to intone the sentences, preces, etc., in a manner which shows at once that you are listening to one who,“with practice severe and tone loud and clear,” has attained to the highest point of chanting power, not to be wondered at when the Vicar’s long connection as Precentor with the Leeds Parish Church is remembered. The Versicles and responses by Tallis were nicely sung by the choir, with the exception of the usual drop in the pitch. The grand old chant in C, of whose authorship we know nothing more than that it is called “ Ancient,” was a right one for Venite, Exultemus, and with hearty and expressive alternate unison and harmony did the choir unto Sing unto the Lord.” The Psalms (6th day), commencing with the 30th, Exaltabo te, Dotnine (“I will magnify Thee, O Lord”) were sung to the old familiar appropriate double chant in E flat, by Robinson (John, who was organist at Westminster Abbey in 1762), and another by an unknown author. The Psalms throughout, from Monk and Ouseley’s Psalter, were chanted admirably—clearness and distinctness of enunciation, good intonation, and an exactitude of time and ensemble worthy of a cathedral choir. The same may be said of the Te Deum, also given to a double chant, without any change or variety, and this I think might be rectified either by the introduction of specially composed Te Deum chants, or the more easy settings—anthem-wise. A fine, solemn effect was obtained by the singing of the verse “Holy, Holy, Holy!” without organ accompaniment, and in which the sweet female voices of the choir added greatly to the result. The Apostle’s Creed, monotoned with varied organ accompaniment on A, made the pitch rather too high for the subsequent sentences and responses. The anthem by Stainer, “Jesus said unto his disciples"" sung very nicely, though it presented no particular features of power or interest, was preceded by a much too long introduction on the organ, not reminding one of any particular theme or subject, though serving as a medium for showing the good and varied qualities in the organ. After an excellent rendition of the Litany by the Rev. Percy Stewart (curate) Tours’ Communion Service in F was taken, and here again the clear voice and distinct enunciation of the vicar could be heard in every part of the vast building,—thus proving the advantages of intoning in all large edifices, where otherwise the ordinary mode of reading would be absorbed in echoes and a jumble of words. The composer has cleverly varied his Kyrie Eleison in D by the introduction of the minor key, at the same time preserving something of its original melodic structure. The closing phrase to the words, “And write all these Thy laws in our hearts— We beseech Thee” is extremely devotional and impressive.",False,The passage does not specifically address or answer the scenario of characterizing children's experience of music. It describes the experience of attending a church service with organ music but does not mention children or their experiences with music.
http://data.open.ac.uk/led/lexp/1450284116337,"We arrived in San Francisco from Australia in the summer of '82, we received a cable message from Mr. Henry E. Abbey, then in London, offering us an engagement to travel the coming season with Madame Christine Nilsson. It was joyfully accepted, and the season was one of the pleasantest we ever passed. We performed on the average three or four times each week, visiting only large cities East and West, and New Orleans and California. The company comprised : Madame Nilsson, soprano; Miss Hope Glen, alto (an American singer who has lived most of her time in London); Mr. Theodore Biorksten, tenor; Signor Del Puente, the well- known baritone; Mr. Charles Pratt, accompanist ; and the Mendelssohn Quintette Club. Madame Nilsson was in the prime of her vocal powers, and her renditions of the Ah Perfido, Angels ever Bright and Fair, and Connate tu le pays, were examples of great singing. Her chevalde battaille, however, was the “Jewel Song ” from Faust, by Gounod. She used to “ go through all the motions,” just the same as she would in opera. Her ballad singing was a revelation of the fine, tender heart she possessed. It was a rare occasion when she was not forced by popular desire to sing the Suwanee River. She doubtless will be remembered by the great mass of music-lovers as the lady who sang so touchingly about the “old folks at home.",False,"The passage does not address or answer the scenario described. It talks about Madame Christine Nilsson's performances and songs, but it does not provide evidence of children's experiences with music as witnessed in bibliographic and artistic sources."
